"Name" "RA" "Dec"
"N6388" "17:36:18.10" "-44:43:59.88"
"N6422" "17:36:18.14" "+68:02:00.24"
"N6409" "17:36:36.12" "+50:46:00.12"
"N6423" "17:36:42.14" "+68:09:00.00"
"NI1265" "17:36:42.10" "+42:05:00.24"
"N6434" "17:36:48.14" "+72:05:00.24"
"NI4654" "17:37:06.17" "-74:23:00.24"
"NI4658" "17:37:12.12" "-59:35:00.24"
"N6402" "17:37:36.10" "-03:15:00.00"
"NI4656" "17:37:42.12" "-63:44:00.24"
"N6396" "17:38:06.10" "-35:00:00.00"
"N6418" "17:38:06.12" "+58:43:00.12"
"N6406" "17:38:18.10" "+18:50:00.24"
"N6401" "17:38:36.10" "-23:55:00.12"
"N6461" "17:38:42.14" "+73:30:00.00"
"NI1267" "17:38:42.12" "+59:23:00.24"
"N6408" "17:38:48.10" "+18:52:00.12"
"N6404" "17:39:36.10" "-33:15:00.00"
"N6405" "17:40:06.10" "-32:13:00.12"
"N6435" "17:40:06.12" "+62:37:00.12"
"N6397" "17:40:42.12" "-53:40:00.12"
"N6413" "17:40:42.10" "+12:37:00.12"
"N6400" "17:40:48.10" "-36:57:00.00"
"N6436" "17:41:12.12" "+60:27:00.00"
"N6417" "17:41:42.10" "+23:40:00.12"
"N6456" "17:42:24.14" "+67:34:00.12"
"N6398" "17:42:42.12" "-61:41:00.24"
"N6457" "17:42:48.14" "+66:28:00.12"
"N6403" "17:43:12.12" "-61:41:00.24"
"N6392" "17:43:30.14" "-69:47:00.24"
"N6463" "17:43:30.14" "+67:35:00.24"
"N6427" "17:43:36.10" "+25:29:00.24"
"N6449" "17:43:42.12" "+56:47:00.24"
"N6428" "17:43:54.10" "+25:32:00.24"
"N6477" "17:43:54.14" "+67:37:00.12"
"N6429" "17:44:00.10" "+25:21:00.00"
"N6433" "17:44:00.10" "+36:46:00.12"
"N6470" "17:44:06.14" "+67:34:00.12"
"N6471" "17:44:06.14" "+67:34:00.12"
"N6472" "17:44:12.14" "+67:36:00.00"
"N6431" "17:44:18.10" "+25:30:00.00"
"N6448" "17:44:18.12" "+53:32:00.24"
"N6415" "17:44:24.10" "-35:01:00.12"
"N6416" "17:44:24.10" "-32:21:00.00"
"N6430" "17:44:36.10" "+18:09:00.00"
"N6443" "17:44:36.12" "+48:05:00.24"
"N6462" "17:44:42.12" "+61:53:00.24"
"N6426" "17:44:54.10" "+03:00:00.00"
"N6454" "17:44:54.12" "+55:42:00.00"
"N6407" "17:45:00.12" "-60:44:00.24"
"NI4663" "17:45:30.12" "-44:54:00.00"
"NI1266" "17:45:36.12" "-46:06:00.00"
"N6421" "17:45:48.10" "-33:42:00.00"
"N6464" "17:45:48.12" "+60:53:00.24"
"NI4666" "17:45:48.12" "+55:46:00.12"
"N6459" "17:45:54.12" "+55:45:00.00"
"N6446" "17:46:06.10" "+35:33:00.00"
"N6447" "17:46:18.10" "+35:33:00.00"
"NI4665" "17:46:18.10" "+05:43:00.12"
"NI4667" "17:46:18.12" "+55:53:00.24"
"N6425" "17:46:54.10" "-31:31:59.88"
"N6442" "17:46:54.10" "+20:45:00.00"
"N6474" "17:46:54.12" "+57:20:00.24"
"NI4668" "17:46:54.12" "+57:24:00.00"
"N6473" "17:47:00.12" "+57:20:00.24"
"NI4662" "17:47:06.12" "-64:38:00.24"
"NI4669" "17:47:12.12" "+61:26:00.24"
"N6432" "17:47:24.10" "-24:52:59.88"
"N6450" "17:47:30.10" "+18:34:59.88"
"NI1270" "17:47:48.12" "+62:13:00.12"
"N6452" "17:48:00.10" "+20:51:00.00"
"N6466" "17:48:12.12" "+51:26:00.24"
"N6439" "17:48:18.10" "-16:28:59.88"
"N6479" "17:48:18.12" "+54:10:00.12"
"N6478" "17:48:36.12" "+51:09:00.00"
"N6440" "17:48:54.10" "-20:22:00.12"
"NI4664" "17:49:00.12" "-63:15:00.00"
"N6437" "17:49:06.10" "-35:25:59.88"
"N6445" "17:49:12.10" "-20:01:00.12"
"N6458" "17:49:12.10" "+20:49:00.12"
"N6488" "17:49:18.12" "+62:14:00.24"
"N6503" "17:49:24.14" "+70:09:00.00"
"N6444" "17:49:30.10" "-34:49:00.12"
"N6460" "17:49:36.10" "+20:46:00.12"
"N6508" "17:49:54.14" "+72:02:00.24"
"N6489" "17:50:00.12" "+60:06:00.00"
"N6491" "17:50:06.12" "+61:32:00.24"
"N6441" "17:50:12.10" "-37:03:00.00"
"N6493" "17:50:24.12" "+61:33:00.00"
"N6451" "17:50:42.10" "-30:13:00.12"
"N6467" "17:50:42.10" "+17:31:59.88"
"N6468" "17:50:42.10" "+17:31:59.88"
"NI1268" "17:50:42.10" "+17:13:00.12"
"N6453" "17:50:54.10" "-34:36:00.00"
"N6498" "17:51:00.12" "+59:29:00.24"
"NI4661" "17:51:00.17" "-74:02:00.24"
"N6497" "17:51:12.12" "+59:30:00.00"
"N6505" "17:51:18.12" "+65:33:00.00"
"N6484" "17:51:42.10" "+24:30:00.00"
"N6482" "17:51:48.10" "+23:04:00.12"
"N6485" "17:51:48.10" "+31:28:00.12"
"N6455" "17:52:00.10" "-35:22:59.88"
"NI1269" "17:52:06.10" "+21:34:00.12"
"N6486" "17:52:36.10" "+29:50:00.24"
"N6487" "17:52:42.10" "+29:51:00.00"
"N6481" "17:52:48.10" "+04:10:00.12"
"N6465" "17:52:54.10" "-25:24:00.00"
"N6469" "17:52:54.10" "-22:21:00.00"
"N6476" "17:53:48.10" "-29:07:59.88"
"N6475" "17:53:54.10" "-34:49:00.12"
"N6510" "17:54:00.12" "+60:48:00.00"
"N6538" "17:54:12.14" "+73:25:00.12"
"N6490" "17:54:30.10" "+18:22:59.88"
"N6480" "17:54:36.10" "-30:25:59.88"
"N6511" "17:54:42.12" "+60:48:00.00"
"N6495" "17:54:48.10" "+18:19:59.88"
"N6512" "17:54:48.12" "+62:39:00.00"
"NI4670" "17:55:06.10" "-21:48:00.00"
"NI4671" "17:55:06.10" "-10:16:59.88"
"N6516" "17:55:12.12" "+62:40:00.12"
"N6499" "17:55:18.10" "+18:22:59.88"
"N6521" "17:55:48.12" "+62:37:00.12"
"N6500" "17:56:00.10" "+18:19:59.88"
"N6504" "17:56:00.10" "+33:12:00.00"
"N6534" "17:56:00.12" "+64:19:00.12"
"N6501" "17:56:06.10" "+18:22:00.12"
"N6494" "17:56:48.10" "-19:01:00.12"
"N6536" "17:57:18.12" "+64:56:00.24"
"N6515" "17:57:24.12" "+50:44:00.24"
"NI4677" "17:58:18.14" "+66:38:00.24"
"N6543" "17:58:36.14" "+66:38:00.24"
"N6496" "17:59:00.12" "-44:16:00.12"
"N6532" "17:59:06.12" "+56:13:00.12"
"N6524" "17:59:12.12" "+45:55:00.12"
"N6509" "17:59:24.10" "+06:16:59.88"
"N6483" "17:59:30.12" "-63:40:00.12"
"N6513" "17:59:30.10" "+24:54:00.00"
"N6507" "17:59:36.10" "-17:24:00.00"
"N6518" "17:59:42.10" "+28:52:00.12"
"N6542" "17:59:42.12" "+61:22:00.12"
"N6506" "17:59:48.10" "-24:39:00.00"
"N6552" "18:00:06.14" "+66:36:00.00"
"N6517" "18:01:48.10" "-08:58:00.12"
"N6527" "18:01:48.10" "+19:43:59.88"
"N6525" "18:02:06.10" "+11:03:00.00"
"N6514" "18:02:18.10" "-23:01:59.88"
"NI4672" "18:02:24.12" "-62:49:59.88"
"N6526" "18:02:36.10" "-23:34:59.88"
"N6492" "18:02:48.14" "-66:25:00.12"
"NI4676" "18:02:48.10" "+11:49:00.12"
"NI4675" "18:03:12.10" "-09:15:00.00"
"NI4673" "18:03:18.10" "-27:06:00.00"
"N6519" "18:03:24.10" "-29:48:00.00"
"N6520" "18:03:24.10" "-27:54:00.00"
"N6522" "18:03:36.10" "-30:01:59.88"
"N6523" "18:03:48.10" "-24:22:59.88"
"N6535" "18:03:48.10" "-00:18:00.00"
"N6502" "18:04:12.12" "-65:25:00.12"
"N6531" "18:04:36.10" "-22:30:00.00"
"N6528" "18:04:48.10" "-30:03:00.00"
"N6530" "18:04:48.10" "-24:19:59.88"
"N6539" "18:04:48.10" "-07:34:59.88"
"N6562" "18:04:54.12" "+56:15:00.00"
"NI1272" "18:04:54.10" "+25:04:59.88"
"NI1273" "18:05:00.10" "+25:07:00.12"
"N6533" "18:05:06.10" "-24:52:59.88"
"N6547" "18:05:06.10" "+25:13:00.12"
"N6537" "18:05:12.10" "-19:51:00.00"
"N6560" "18:05:18.12" "+46:52:00.12"
"N6529" "18:05:30.10" "-36:18:00.00"
"NI1271" "18:05:30.10" "-24:27:00.00"
"N6549" "18:05:48.10" "+18:31:59.88"
"N6548" "18:06:00.10" "+18:34:59.88"
"N6550" "18:06:00.10" "+18:34:59.88"
"N6540" "18:06:18.10" "-27:49:00.12"
"N6566" "18:07:00.12" "+52:16:00.12"
"N6546" "18:07:12.10" "-23:19:59.88"
"N6544" "18:07:18.10" "-25:00:00.00"
"N6555" "18:07:48.10" "+17:36:00.00"
"N6541" "18:08:00.12" "-43:42:00.00"
"NI4678" "18:08:00.10" "-23:52:00.12"
"NI4688" "18:08:06.10" "+11:42:00.00"
"NI4674" "18:08:12.12" "-62:24:00.00"
"NI4681" "18:08:18.10" "-23:24:00.00"
"NI4683" "18:08:42.10" "-26:13:59.88"
"NI4691" "18:08:42.10" "+11:49:59.88"
"N6598" "18:08:48.14" "+69:04:00.12"
"N6551" "18:09:00.10" "-29:33:00.00"
"N6554" "18:09:06.10" "-18:25:59.88"
"N6564" "18:09:06.10" "+17:24:00.00"
"NI4684" "18:09:06.10" "-23:25:00.12"
"NI4693" "18:09:12.10" "+17:19:59.88"
"N6553" "18:09:18.10" "-25:54:00.00"
"NI4685" "18:09:18.10" "-23:58:59.88"
"NI1274" "18:09:30.10" "-23:43:59.88"
"N6592" "18:09:54.12" "+61:25:00.12"
"N6556" "18:10:00.10" "-27:31:00.12"
"N6559" "18:10:00.10" "-24:06:00.00"
"NI1275" "18:10:00.10" "-23:49:59.88"
"N6594" "18:10:12.12" "+61:07:00.12"
"NI1277" "18:10:12.10" "+31:00:00.00"
"N6558" "18:10:18.10" "-31:46:00.12"
"N6561" "18:10:30.10" "-16:48:00.00"
"NI1278" "18:10:30.10" "+31:09:00.00"
"NI4690" "18:10:30.10" "-19:49:00.12"
"NI1276" "18:10:42.10" "-07:12:00.00"
"N6575" "18:10:48.10" "+31:04:59.88"
"N6571" "18:10:54.10" "+21:13:59.88"
"N6582" "18:11:00.12" "+49:53:00.24"
"N6570" "18:11:06.10" "+14:06:00.00"
"NI1279" "18:11:06.10" "+36:01:59.88"
"N6597" "18:11:18.12" "+61:10:00.12"
"NI4679" "18:11:24.12" "-56:15:00.00"
"NI1281" "18:11:36.10" "+36:01:00.12"
"N6576" "18:11:48.10" "+21:25:00.12"
"N6565" "18:11:54.10" "-28:10:59.88"
"N6574" "18:11:54.10" "+14:58:59.88"
"N6601" "18:11:54.12" "+61:26:00.24"
"N6563" "18:12:00.10" "-33:52:00.12"
"N6572" "18:12:06.10" "+06:51:00.00"
"N6577" "18:12:06.10" "+21:28:00.12"
"NI1280" "18:12:12.10" "+25:40:00.12"
"N6545" "18:12:18.12" "-63:46:00.12"
"N6579" "18:12:18.10" "+21:25:59.88"
"N6607" "18:12:18.12" "+61:19:00.12"
"N6580" "18:12:24.10" "+21:25:59.88"
"N6585" "18:12:24.10" "+39:37:00.12"
"NI4697" "18:12:30.10" "+25:25:59.88"
"N6581" "18:12:36.10" "+25:25:00.12"
"N6608" "18:12:36.12" "+61:19:00.12"
"N6609" "18:12:36.12" "+61:19:00.12"
"N6568" "18:12:48.10" "-21:36:00.00"
"N6621" "18:12:54.14" "+68:22:00.12"
"N6622" "18:13:00.14" "+68:20:00.24"
"NI4680" "18:13:30.12" "-64:28:59.88"
"N6569" "18:13:36.10" "-31:49:59.88"
"NI4686" "18:13:36.12" "-57:43:59.88"
"N6567" "18:13:42.10" "-19:04:59.88"
"N6586" "18:13:42.10" "+21:04:59.88"
"NI4687" "18:13:42.12" "-57:43:59.88"
"NI4689" "18:13:42.12" "-57:45:00.00"
"NI4708" "18:13:42.12" "+61:09:00.00"
"N6573" "18:13:48.10" "-22:10:00.12"
"N6587" "18:13:54.10" "+18:49:59.88"
"N6591" "18:14:00.10" "+21:01:59.88"
"N6617" "18:14:06.12" "+61:19:00.12"
"NI1282" "18:14:06.10" "+21:06:00.00"
"N6593" "18:14:12.10" "+22:16:59.88"
"N6606" "18:14:42.12" "+43:16:00.12"
"NI4692" "18:14:48.12" "-58:42:00.00"
"NI4694" "18:15:24.12" "-58:13:00.12"
"N6599" "18:15:36.10" "+24:55:59.88"
"N6600" "18:15:42.10" "+25:01:59.88"
"N6583" "18:15:48.10" "-22:07:59.88"
"NI1285" "18:16:06.10" "+25:06:00.00"
"N6612" "18:16:12.10" "+36:04:59.88"
"NI1286" "18:16:12.12" "+55:34:00.12"
"N6578" "18:16:18.10" "-20:27:00.00"
"NI4682" "18:16:24.14" "-71:34:59.88"
"NI4701" "18:16:30.10" "-16:43:59.88"
"N6602" "18:16:36.10" "+25:01:59.88"
"N6589" "18:16:54.10" "-19:46:00.12"
"N6590" "18:17:00.10" "-19:52:59.88"
"N6595" "18:17:00.10" "-19:52:59.88"
"N6605" "18:17:06.10" "-14:58:00.12"
"NI4700" "18:17:06.10" "-19:52:00.12"
"N6610" "18:17:12.10" "+15:00:00.00"
"NI1283" "18:17:18.10" "-19:43:59.88"
"NI4695" "18:17:24.12" "-58:55:00.12"
"N6596" "18:17:30.10" "-16:40:00.12"
"NI1284" "18:17:42.10" "-19:40:00.12"
"N6616" "18:17:48.10" "+22:15:00.00"
"N6604" "18:18:06.10" "-12:13:59.88"
"N6603" "18:18:24.10" "-18:25:00.12"
"NI4699" "18:18:30.12" "-45:58:59.88"
"N6584" "18:18:36.12" "-52:13:00.12"
"N6615" "18:18:36.10" "+13:16:00.12"
"N6611" "18:18:48.10" "-13:46:59.88"
"N6619" "18:18:48.10" "+23:40:00.12"
"NI4703" "18:18:54.10" "-13:46:59.88"
"N6623" "18:19:30.10" "+23:43:00.12"
"NI4706" "18:19:36.10" "-16:01:00.12"
"N6643" "18:19:48.17" "+74:34:00.12"
"N6613" "18:19:54.10" "-17:07:59.88"
"NI4707" "18:20:06.10" "-16:01:00.12"
"NI4696" "18:20:18.12" "-64:43:59.88"
"N6618" "18:20:48.10" "-16:10:59.88"
"NI4698" "18:21:00.12" "-63:22:00.12"
"N6557" "18:21:24.17" "-76:34:00.12"
"N6588" "18:21:30.12" "-63:48:00.00"
"N6636" "18:22:00.14" "+66:37:59.88"
"N6628" "18:22:12.10" "+23:28:59.88"
"N6627" "18:22:42.10" "+15:42:00.00"
"N6620" "18:22:54.10" "-26:49:00.12"
"NI4702" "18:23:06.12" "-59:13:59.88"
"N6625" "18:23:12.10" "-12:03:00.00"
"N6624" "18:23:42.10" "-30:22:00.12"
"N6654" "18:24:06.14" "+73:10:59.88"
"N6651" "18:24:18.14" "+71:36:00.00"
"NI4709" "18:24:18.12" "-56:12:00.00"
"N6626" "18:24:30.10" "-24:52:00.12"
"N6632" "18:25:00.10" "+27:31:59.88"
"N6614" "18:25:12.12" "-63:13:59.88"
"N6650" "18:25:24.14" "+68:00:00.00"
"N6648" "18:25:36.12" "+64:58:59.88"
"N6629" "18:25:42.10" "-23:12:00.00"
"N6438" "18:26:00.36" "-85:25:00.12"
"NI4715" "18:26:12.10" "-18:25:59.88"
"NI4733" "18:26:30.12" "+64:58:00.12"
"N6631" "18:27:12.10" "-12:01:59.88"
"N6635" "18:27:36.10" "+14:49:00.12"
"N6633" "18:27:42.10" "+06:34:00.12"
"NI4704" "18:27:54.14" "-71:37:00.12"
"N6640" "18:28:06.10" "+34:18:00.00"
"NI4711" "18:28:06.12" "-64:57:00.00"
"NI4705" "18:28:12.14" "-71:42:00.00"
"NI4710" "18:28:42.14" "-66:58:59.88"
"N6641" "18:28:48.10" "+22:54:00.00"
"NI1288" "18:29:24.10" "+39:43:00.12"
"N6646" "18:29:36.10" "+39:52:00.12"
"NI1289" "18:29:48.10" "+40:00:00.00"
"N6634" "18:29:54.10" "-33:25:00.12"
"NI4713" "18:30:00.14" "-67:13:00.12"
"N6639" "18:30:06.10" "-13:12:00.00"
"N6667" "18:30:42.14" "+67:58:59.88"
"N6638" "18:30:54.10" "-25:30:00.00"
"NI4714" "18:30:54.14" "-66:39:00.00"
"NI4712" "18:31:06.14" "-71:42:00.00"
"NI1287" "18:31:18.10" "-10:49:59.88"
"N6637" "18:31:24.10" "-32:21:00.00"
"N6647" "18:31:30.10" "-17:21:00.00"
"NI4725" "18:31:36.10" "-19:15:00.00"
"N6642" "18:31:54.10" "-23:28:59.88"
"NI4762" "18:32:30.14" "+67:49:59.88"
"N6630" "18:32:36.12" "-63:16:59.88"
"N6644" "18:32:36.10" "-25:07:59.88"
"N6645" "18:32:36.10" "-16:54:00.00"
"NI4716" "18:32:42.12" "-56:58:00.12"
"N6657" "18:33:00.10" "+34:01:59.88"
"N6676" "18:33:12.14" "+66:57:00.00"
"N6678" "18:33:12.14" "+67:51:00.00"
"NI4719" "18:33:12.12" "-56:43:59.88"
"N6668" "18:33:18.14" "+67:07:59.88"
"NI4717" "18:33:18.12" "-57:58:00.12"
"N6649" "18:33:30.10" "-10:24:00.00"
"N6663" "18:33:30.10" "+40:03:00.00"
"N6670" "18:33:30.12" "+59:52:59.88"
"NI4720" "18:33:30.12" "-58:24:00.00"
"NI4763" "18:33:30.14" "+67:07:59.88"
"N6677" "18:33:36.14" "+67:07:59.88"
"N6679" "18:33:36.14" "+67:07:59.88"
"N6672" "18:33:48.12" "+42:48:00.00"
"NI4718" "18:33:48.12" "-60:07:59.88"
"N6658" "18:33:54.10" "+22:52:59.88"
"N6659" "18:33:54.10" "+23:34:00.12"
"NI1291" "18:33:54.12" "+49:16:00.12"
"NI4732" "18:33:54.10" "-22:39:00.00"
"N6662" "18:34:00.10" "+32:03:00.00"
"N6665" "18:34:30.10" "+30:42:00.00"
"NI4721" "18:34:30.12" "-58:30:00.00"
"NI4722" "18:34:30.12" "-57:48:00.00"
"N6660" "18:34:36.10" "+22:55:00.12"
"N6661" "18:34:36.10" "+22:55:00.12"
"N6655" "18:34:48.10" "-05:58:59.88"
"N6690" "18:34:48.14" "+70:31:59.88"
"N6689" "18:34:54.14" "+70:31:59.88"
"N6666" "18:35:18.10" "+33:34:59.88"
"N6652" "18:35:48.10" "-32:58:59.88"
"NI4723" "18:35:48.12" "-63:22:00.12"
"N6656" "18:36:24.10" "-23:54:00.00"
"N6664" "18:36:42.10" "-08:13:00.12"
"NI4726" "18:36:54.12" "-62:51:00.00"
"N6687" "18:37:12.12" "+59:37:00.12"
"N6671" "18:37:24.10" "+26:24:00.00"
"N6675" "18:37:24.10" "+40:04:00.12"
"NI4727" "18:37:54.12" "-62:42:00.00"
"NI4728" "18:37:54.12" "-62:31:59.88"
"N6669" "18:38:00.10" "+22:04:00.12"
"NI4734" "18:38:24.12" "-57:28:59.88"
"NI1290" "18:38:30.10" "-24:07:00.12"
"N6674" "18:38:36.10" "+25:22:59.88"
"NI4724" "18:38:36.14" "-70:07:00.12"
"NI4736" "18:38:36.12" "-57:54:00.00"
"NI4731" "18:38:42.12" "-62:57:00.00"
"NI4730" "18:38:48.12" "-63:21:00.00"
"NI4756" "18:39:00.10" "+05:27:00.00"
"N6691" "18:39:18.12" "+55:37:59.88"
"NI4735" "18:39:42.12" "-62:57:00.00"
"N6680" "18:39:48.10" "+22:18:00.00"
"N6685" "18:39:54.10" "+39:58:59.88"
"NI4737" "18:39:54.12" "-62:36:00.00"
"NI4772" "18:39:54.10" "+40:00:00.00"
"N6696" "18:40:00.12" "+59:19:00.12"
"NI4729" "18:40:00.14" "-67:25:59.88"
"N6686" "18:40:06.10" "+40:07:59.88"
"NI4738" "18:40:24.12" "-61:54:00.00"
"N6688" "18:40:42.10" "+36:16:00.12"
"NI4739" "18:40:48.12" "-61:54:00.00"
"NI4743" "18:41:18.12" "-61:46:00.12"
"N6682" "18:41:36.10" "-04:46:00.12"
"N6693" "18:41:36.10" "+36:55:00.12"
"NI4741" "18:41:36.12" "-63:57:00.00"
"N6692" "18:41:42.10" "+34:49:00.12"
"NI1293" "18:41:42.12" "+56:19:00.12"
"NI4744" "18:41:48.12" "-63:13:59.88"
"NI4768" "18:41:48.10" "-05:31:00.12"
"NI4742" "18:41:54.12" "-63:52:00.12"
"N6683" "18:42:12.10" "-06:16:59.88"
"NI4745" "18:42:36.12" "-64:57:00.00"
"N6695" "18:42:42.10" "+40:24:00.00"
"NI4748" "18:42:42.12" "-64:04:59.88"
"NI4749" "18:42:54.12" "-63:13:00.12"
"NI4740" "18:43:00.14" "-68:22:00.12"
"NI4750" "18:43:00.12" "-62:58:00.12"
"N6681" "18:43:12.10" "-32:18:00.00"
"N6701" "18:43:12.12" "+60:40:00.12"
"NI4751" "18:43:12.12" "-62:07:00.12"
"NI4753" "18:43:30.12" "-62:06:00.00"
"NI4752" "18:43:48.12" "-64:04:59.88"
"NI4757" "18:43:54.12" "-57:10:00.12"
"NI4761" "18:43:54.12" "-52:51:00.00"
"NI4754" "18:44:00.12" "-61:58:59.88"
"N6653" "18:44:36.17" "-73:16:00.12"
"NI1292" "18:44:48.10" "-27:49:00.12"
"NI4755" "18:45:00.12" "-63:40:59.88"
"N6673" "18:45:06.12" "-62:16:59.88"
"N6694" "18:45:12.10" "-09:24:00.00"
"N6697" "18:45:12.10" "+25:31:00.12"
"NI4759" "18:45:42.12" "-63:04:59.88"
"NI4760" "18:45:42.12" "-62:57:00.00"
"NI4776" "18:45:48.10" "-33:21:00.00"
"N6714" "18:45:54.14" "+66:43:59.88"
"NI4746" "18:45:54.14" "-72:40:00.12"
"NI4747" "18:45:54.14" "-72:37:00.12"
"N6700" "18:46:00.10" "+32:16:59.88"
"NI4758" "18:46:24.14" "-65:45:00.00"
"N6702" "18:47:00.12" "+45:42:00.00"
"NI4764" "18:47:00.12" "-63:28:59.88"
"N6703" "18:47:18.12" "+45:33:00.00"
"NI4765" "18:47:18.12" "-63:19:59.88"
"NI4766" "18:47:30.12" "-63:16:59.88"
"NI4767" "18:47:42.12" "-63:24:00.00"
"NI4769" "18:47:42.12" "-63:10:00.12"
"NI4770" "18:48:06.12" "-63:22:59.88"
"NI4777" "18:48:06.12" "-53:07:59.88"
"N6698" "18:48:12.10" "-25:55:00.12"
"NI4774" "18:48:12.12" "-57:55:59.88"
"NI4771" "18:48:18.12" "-63:15:00.00"
"NI4775" "18:48:24.12" "-57:10:59.88"
"N6684" "18:49:00.12" "-65:10:59.88"
"N6711" "18:49:00.12" "+47:39:00.00"
"NI4791" "18:49:00.10" "+19:19:59.88"
"NI1294" "18:49:54.10" "+40:15:00.00"
"NI4778" "18:50:00.12" "-61:43:00.12"
"NI4780" "18:50:00.12" "-59:13:59.88"
"NI4779" "18:50:30.12" "-63:00:00.00"
"N6710" "18:50:36.10" "+26:49:59.88"
"N6713" "18:50:42.10" "+33:57:00.00"
"N6704" "18:50:54.10" "-05:12:00.00"
"NI4782" "18:50:54.12" "-55:28:59.88"
"N6705" "18:51:06.10" "-06:16:00.12"
"NI4773" "18:51:18.14" "-69:55:00.12"
"N6709" "18:51:30.10" "+10:21:00.00"
"NI4783" "18:51:30.12" "-58:48:00.00"
"NI4781" "18:51:42.12" "-62:46:59.88"
"N6699" "18:52:06.12" "-57:19:00.12"
"NI4786" "18:52:42.12" "-56:42:00.00"
"NI4784" "18:52:54.12" "-63:25:00.12"
"NI4785" "18:52:54.12" "-59:15:00.00"
"N6712" "18:53:06.10" "-08:42:00.00"
"NI1296" "18:53:18.10" "+33:04:00.12"
"N6720" "18:53:36.10" "+33:01:59.88"
"N6716" "18:54:36.10" "-19:52:59.88"
"NI1295" "18:54:36.10" "-08:49:59.88"
"NI4788" "18:54:42.12" "-63:25:59.88"
"N6715" "18:55:06.10" "-30:28:59.88"
"N6717" "18:55:06.10" "-22:42:00.00"
"NI4802" "18:55:06.10" "-22:42:00.00"
"N6747" "18:55:18.14" "+72:46:59.88"
"N6707" "18:55:24.12" "-53:49:00.12"
"N6708" "18:55:36.12" "-53:43:00.12"
"NI4792" "18:55:42.12" "-56:25:00.12"
"NI4787" "18:56:06.14" "-68:40:59.88"
"NI4789" "18:56:18.14" "-68:34:00.12"
"N6732" "18:56:24.12" "+52:22:00.12"
"NI4796" "18:56:30.12" "-54:13:00.12"
"NI4797" "18:56:30.12" "-54:18:00.00"
"NI4790" "18:56:36.12" "-64:55:59.88"
"N6706" "18:56:54.12" "-63:10:00.12"
"NI4793" "18:56:54.12" "-61:22:59.88"
"N6724" "18:57:00.10" "+10:22:00.12"
"N6731" "18:57:00.12" "+43:04:00.12"
"NI4794" "18:57:06.12" "-62:04:59.88"
"NI4795" "18:57:12.12" "-61:36:00.00"
"NI4798" "18:58:18.12" "-62:07:00.12"
"NI4800" "18:58:42.12" "-63:07:59.88"
"NI4799" "18:58:54.12" "-63:55:00.12"
"N6742" "18:59:18.12" "+48:28:00.12"
"N6723" "18:59:36.10" "-36:37:59.88"
"NI4801" "18:59:36.12" "-64:40:00.12"
"N6728" "19:00:00.10" "-08:57:00.00"
"NI4803" "19:00:36.12" "-62:04:00.12"
"N6750" "19:00:42.12" "+59:10:00.12"
"N6721" "19:00:48.12" "-57:46:59.88"
"N6735" "19:00:48.10" "-00:28:00.12"
"N6740" "19:00:48.10" "+28:45:00.00"
"NI4804" "19:01:06.12" "-61:49:59.88"
"NI4808" "19:01:06.12" "-45:19:00.12"
"NI4812" "19:01:06.10" "-37:04:00.12"
"N6738" "19:01:24.10" "+11:36:00.00"
"N6743" "19:01:24.10" "+29:16:00.12"
"N6718" "19:01:30.14" "-66:07:00.12"
"NI4806" "19:01:30.12" "-57:31:59.88"
"N6745" "19:01:36.10" "+40:45:00.00"
"N6726" "19:01:42.10" "-36:52:59.88"
"N6725" "19:01:48.12" "-53:55:59.88"
"N6727" "19:01:48.10" "-36:54:00.00"
"NI4816" "19:01:48.10" "-13:09:00.00"
"N6729" "19:01:54.10" "-36:57:00.00"
"NI4805" "19:02:00.12" "-63:03:00.00"
"N6737" "19:02:12.10" "-18:31:59.88"
"NI4807" "19:02:18.12" "-56:55:59.88"
"N6741" "19:02:36.10" "-00:27:00.00"
"NI4810" "19:03:00.12" "-56:10:00.12"
"N6719" "19:03:06.14" "-68:34:59.88"
"N6722" "19:03:42.12" "-64:54:00.00"
"N6748" "19:03:48.10" "+21:36:00.00"
"NI4809" "19:04:00.12" "-62:10:00.12"
"NI4814" "19:05:00.12" "-58:43:59.88"
"N6749" "19:05:06.10" "+01:46:59.88"
"N6757" "19:05:06.12" "+55:43:00.12"
"N6762" "19:05:36.12" "+63:55:59.88"
"N6763" "19:05:36.12" "+63:55:59.88"
"NI4811" "19:05:48.14" "-67:07:00.12"
"NI4813" "19:05:48.14" "-66:31:00.12"
"N6751" "19:05:54.10" "-06:00:00.00"
"NI4818" "19:06:00.12" "-55:07:59.88"
"N6733" "19:06:12.12" "-62:12:00.00"
"NI4817" "19:06:12.12" "-56:10:00.12"
"NI4815" "19:06:42.12" "-61:40:59.88"
"N6759" "19:06:54.12" "+50:19:00.12"
"NI4819" "19:07:06.12" "-59:28:00.12"
"N6734" "19:07:12.14" "-65:28:00.12"
"N6736" "19:07:30.14" "-65:25:59.88"
"N6730" "19:07:36.14" "-68:55:00.12"
"N6739" "19:07:48.12" "-61:22:00.12"
"N6755" "19:07:48.10" "+04:13:59.88"
"N6764" "19:08:18.12" "+50:55:59.88"
"N6756" "19:08:42.10" "+04:40:59.88"
"NI4820" "19:09:12.12" "-63:28:00.12"
"NI4821" "19:09:30.12" "-55:01:00.12"
